Date,Slot,Festival,Visitors
2022-03-15,21-24,,6500
2022-03-16,00-03,,6500
2022-03-16,03-06,,6500
2022-03-16,06-09,,26000
2022-03-16,09-12,,32500
2022-03-16,12-15,,19500
2022-03-16,15-18,,13000
2022-03-16,18-21,,19500
2022-03-16,21-24,,6500
2022-03-17,00-03,Holi / Purnima / Holashtak Ends,6500
2022-03-17,03-06,Holi / Purnima / Holashtak Ends,6500
2022-03-17,06-09,Holi / Purnima / Holashtak Ends,26000
2022-03-17,09-12,Holi / Purnima / Holashtak Ends,32500
2022-03-17,12-15,Holi / Purnima / Holashtak Ends,19500
2022-03-17,15-18,Holi / Purnima / Holashtak Ends,13000
2022-03-17,18-21,Holi / Purnima / Holashtak Ends,19500
2022-03-17,21-24,Holi / Purnima / Holashtak Ends,6500
2022-03-18,00-03,Dhuleti / Vasantotsav / Purnima,6500
2022-03-18,03-06,Dhuleti / Vasantotsav / Purnima,6500
2022-03-18,06-09,Dhuleti / Vasantotsav / Purnima,26000
2022-03-18,09-12,Dhuleti / Vasantotsav / Purnima,32500
2022-03-18,12-15,Dhuleti / Vasantotsav / Purnima,19500
2022-03-18,15-18,Dhuleti / Vasantotsav / Purnima,13000
2022-03-18,18-21,Dhuleti / Vasantotsav / Purnima,19500
2022-03-18,21-24,Dhuleti / Vasantotsav / Purnima,6500
2022-03-19,00-03,,8125
2022-03-19,03-06,,8125
2022-03-19,06-09,,32500
2022-03-19,09-12,,40625
2022-03-19,12-15,,24375
2022-03-19,15-18,,16250
2022-03-19,18-21,,24375
2022-03-19,21-24,,8125
2022-03-20,00-03,,8125
2022-03-20,03-06,,8125
2022-03-20,06-09,,32500
2022-03-20,09-12,,40625
2022-03-20,12-15,,24375
2022-03-20,15-18,,16250
2022-03-20,18-21,,24375
2022-03-20,21-24,,8125
2022-03-21,00-03,,6500
2022-03-21,03-06,,6500
2022-03-21,06-09,,26000
2022-03-21,09-12,,32500
2022-03-21,12-15,,19500
2022-03-21,15-18,,13000
2022-03-21,18-21,,19500
2022-03-21,21-24,,6500
2022-03-22,00-03,,6500
2022-03-22,03-06,,6500
2022-03-22,06-09,,26000
2022-03-22,09-12,,32500
2022-03-22,12-15,,19500
2022-03-22,15-18,,13000
2022-03-22,18-21,,19500
2022-03-22,21-24,,6500
2022-03-23,00-03,,6500
2022-03-23,03-06,,6500
2022-03-23,06-09,,26000
2022-03-23,09-12,,32500
2022-03-23,12-15,,19500
2022-03-23,15-18,,13000
2022-03-23,18-21,,19500
2022-03-23,21-24,,6500
2022-03-24,00-03,,6500
2022-03-24,03-06,,6500
2022-03-24,06-09,,26000
2022-03-24,09-12,,32500
2022-03-24,12-15,,19500
2022-03-24,15-18,,13000
2022-03-24,18-21,,19500
2022-03-24,21-24,,6500
2022-03-25,00-03,,6500
2022-03-25,03-06,,6500
2022-03-25,06-09,,26000
2022-03-25,09-12,,32500
2022-03-25,12-15,,19500
2022-03-25,15-18,,13000
2022-03-25,18-21,,19500
2022-03-25,21-24,,6500
2022-03-26,00-03,,8125
2022-03-26,03-06,,8125
2022-03-26,06-09,,32500
2022-03-26,09-12,,40625
2022-03-26,12-15,,24375
2022-03-26,15-18,,16250
2022-03-26,18-21,,24375
2022-03-26,21-24,,8125
2022-03-27,00-03,,8125
2022-03-27,03-06,,8125
2022-03-27,06-09,,32500
2022-03-27,09-12,,40625
2022-03-27,12-15,,24375
2022-03-27,15-18,,16250
2022-03-27,18-21,,24375
2022-03-27,21-24,,8125
2022-03-28,00-03,,6500
2022-03-28,03-06,,6500
2022-03-28,06-09,,26000
2022-03-28,09-12,,32500
2022-03-28,12-15,,19500
2022-03-28,15-18,,13000
2022-03-28,18-21,,19500
2022-03-28,21-24,,6500
2022-03-29,00-03,,6500
2022-03-29,03-06,,6500
2022-03-29,06-09,,26000
2022-03-29,09-12,,32500
2022-03-29,12-15,,19500
2022-03-29,15-18,,13000
2022-03-29,18-21,,19500
2022-03-29,21-24,,6500
2022-03-30,00-03,,6500
2022-03-30,03-06,,6500
2022-03-30,06-09,,26000
2022-03-30,09-12,,32500
2022-03-30,12-15,,19500
2022-03-30,15-18,,13000
2022-03-30,18-21,,19500
2022-03-30,21-24,,6500
2022-03-31,00-03,,6500
2022-03-31,03-06,,6500
2022-03-31,06-09,,26000
2022-03-31,09-12,,32500
2022-03-31,12-15,,19500
2022-03-31,15-18,,13000
2022-03-31,18-21,,19500
2022-03-31,21-24,,6500
2022-04-01,00-03,,6500
2022-04-01,03-06,,6500
2022-04-01,06-09,,26000
2022-04-01,09-12,,32500
2022-04-01,12-15,,19500
2022-04-01,15-18,,13000
2022-04-01,18-21,,19500
2022-04-01,21-24,,6500
2022-04-02,00-03,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,8125
2022-04-02,03-06,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,8125
2022-04-02,06-09,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,32500
2022-04-02,09-12,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,40625
2022-04-02,12-15,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,24375
2022-04-02,15-18,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,16250
2022-04-02,18-21,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,24375
2022-04-02,21-24,Gudi Padwa / Chaitra Starts / Chaitra Navratri Starts,8125
2022-04-03,00-03,,8125
2022-04-03,03-06,,8125
2022-04-03,06-09,,32500
2022-04-03,09-12,,40625
2022-04-03,12-15,,24375
2022-04-03,15-18,,16250
2022-04-03,18-21,,24375
2022-04-03,21-24,,8125
2022-04-04,00-03,,6500
2022-04-04,03-06,,6500
2022-04-04,06-09,,26000
2022-04-04,09-12,,32500
2022-04-04,12-15,,19500
2022-04-04,15-18,,13000
2022-04-04,18-21,,19500
2022-04-04,21-24,,6500
2022-04-05,00-03,,6500
2022-04-05,03-06,,6500
2022-04-05,06-09,,26000
2022-04-05,09-12,,32500
2022-04-05,12-15,,19500
2022-04-05,15-18,,13000
2022-04-05,18-21,,19500
2022-04-05,21-24,,6500
2022-04-06,00-03,,6500
2022-04-06,03-06,,6500
2022-04-06,06-09,,26000
2022-04-06,09-12,,32500
2022-04-06,12-15,,19500
2022-04-06,15-18,,13000
2022-04-06,18-21,,19500
2022-04-06,21-24,,6500
2022-04-07,00-03,,6500
2022-04-07,03-06,,6500
2022-04-07,06-09,,26000
2022-04-07,09-12,,32500
2022-04-07,12-15,,19500
2022-04-07,15-18,,13000
2022-04-07,18-21,,19500
2022-04-07,21-24,,6500
2022-04-08,00-03,,6500
2022-04-08,03-06,,6500
2022-04-08,06-09,,26000
2022-04-08,09-12,,32500
2022-04-08,12-15,,19500
2022-04-08,15-18,,13000
2022-04-08,18-21,,19500
2022-04-08,21-24,,6500
2022-04-09,00-03,,8125
2022-04-09,03-06,,8125
2022-04-09,06-09,,32500
2022-04-09,09-12,,40625
2022-04-09,12-15,,24375
2022-04-09,15-18,,16250
2022-04-09,18-21,,24375
2022-04-09,21-24,,8125
2022-04-10,00-03,Ram Navami / Chaitra Navratri Ends,8125
2022-04-10,03-06,Ram Navami / Chaitra Navratri Ends,8125
2022-04-10,06-09,Ram Navami / Chaitra Navratri Ends,32500
2022-04-10,09-12,Ram Navami / Chaitra Navratri Ends,40625
2022-04-10,12-15,Ram Navami / Chaitra Navratri Ends,24375
2022-04-10,15-18,Ram Navami / Chaitra Navratri Ends,16250
2022-04-10,18-21,Ram Navami / Chaitra Navratri Ends,24375
2022-04-10,21-24,Ram Navami / Chaitra Navratri Ends,8125
2022-04-11,00-03,,6500
2022-04-11,03-06,,6500
2022-04-11,06-09,,26000
2022-04-11,09-12,,32500
2022-04-11,12-15,,19500
2022-04-11,15-18,,13000
2022-04-11,18-21,,19500
2022-04-11,21-24,,6500
2022-04-12,00-03,Ramnavami Annakut Mahotsav,6500
2022-04-12,03-06,Ramnavami Annakut Mahotsav,6500
2022-04-12,06-09,Ramnavami Annakut Mahotsav,26000
2022-04-12,09-12,Ramnavami Annakut Mahotsav,32500
2022-04-12,12-15,Ramnavami Annakut Mahotsav,19500
2022-04-12,15-18,Ramnavami Annakut Mahotsav,13000
2022-04-12,18-21,Ramnavami Annakut Mahotsav,19500
2022-04-12,21-24,Ramnavami Annakut Mahotsav,6500
2022-04-13,00-03,,6500
2022-04-13,03-06,,6500
2022-04-13,06-09,,26000
2022-04-13,09-12,,32500
2022-04-13,12-15,,19500
2022-04-13,15-18,,13000
2022-04-13,18-21,,19500
2022-04-13,21-24,,6500
2022-04-14,00-03,,6500
2022-04-14,03-06,,6500
2022-04-14,06-09,,26000
2022-04-14,09-12,,32500
2022-04-14,12-15,,19500
2022-04-14,15-18,,13000
2022-04-14,18-21,,19500
2022-04-14,21-24,,6500
2022-04-15,00-03,,6500
2022-04-15,03-06,,6500
2022-04-15,06-09,,26000
2022-04-15,09-12,,32500
2022-04-15,12-15,,19500
2022-04-15,15-18,,13000
2022-04-15,18-21,,19500
2022-04-15,21-24,,6500
2022-04-16,00-03,Shree Hanuman Jayanti / Chaitri Purnima,8125
2022-04-16,03-06,Shree Hanuman Jayanti / Chaitri Purnima,8125
2022-04-16,06-09,Shree Hanuman Jayanti / Chaitri Purnima,32500
2022-04-16,09-12,Shree Hanuman Jayanti / Chaitri Purnima,40625
2022-04-16,12-15,Shree Hanuman Jayanti / Chaitri Purnima,24375
2022-04-16,15-18,Shree Hanuman Jayanti / Chaitri Purnima,16250
2022-04-16,18-21,Shree Hanuman Jayanti / Chaitri Purnima,24375
2022-04-16,21-24,Shree Hanuman Jayanti / Chaitri Purnima,8125
2022-04-17,00-03,,8125
2022-04-17,03-06,,8125
2022-04-17,06-09,,32500
2022-04-17,09-12,,40625
2022-04-17,12-15,,24375
2022-04-17,15-18,,16250
2022-04-17,18-21,,24375
2022-04-17,21-24,,8125
2022-04-18,00-03,,6500
2022-04-18,03-06,,6500
2022-04-18,06-09,,26000
2022-04-18,09-12,,32500
2022-04-18,12-15,,19500
2022-04-18,15-18,,13000
2022-04-18,18-21,,19500
2022-04-18,21-24,,6500
2022-04-19,00-03,,6500
2022-04-19,03-06,,6500
2022-04-19,06-09,,26000
2022-04-19,09-12,,32500
2022-04-19,12-15,,19500
2022-04-19,15-18,,13000
2022-04-19,18-21,,19500
2022-04-19,21-24,,6500
2022-04-20,00-03,,6500
2022-04-20,03-06,,6500
2022-04-20,06-09,,26000
2022-04-20,09-12,,32500
2022-04-20,12-15,,19500
2022-04-20,15-18,,13000
2022-04-20,18-21,,19500
2022-04-20,21-24,,6500
2022-04-21,00-03,,6500
2022-04-21,03-06,,6500
2022-04-21,06-09,,26000
2022-04-21,09-12,,32500
2022-04-21,12-15,,19500
2022-04-21,15-18,,13000
2022-04-21,18-21,,19500
2022-04-21,21-24,,6500
2022-04-22,00-03,,6500
2022-04-22,03-06,,6500
2022-04-22,06-09,,26000
2022-04-22,09-12,,32500
2022-04-22,12-15,,19500
2022-04-22,15-18,,13000
2022-04-22,18-21,,19500
2022-04-22,21-24,,6500
2022-04-23,00-03,,8125
2022-04-23,03-06,,8125
2022-04-23,06-09,,32500
2022-04-23,09-12,,40625
2022-04-23,12-15,,24375
2022-04-23,15-18,,16250
2022-04-23,18-21,,24375
2022-04-23,21-24,,8125
2022-04-24,00-03,,8125
2022-04-24,03-06,,8125
2022-04-24,06-09,,32500
2022-04-24,09-12,,40625
2022-04-24,12-15,,24375
2022-04-24,15-18,,16250
2022-04-24,18-21,,24375
2022-04-24,21-24,,8125
2022-04-25,00-03,,6500
2022-04-25,03-06,,6500
2022-04-25,06-09,,26000
2022-04-25,09-12,,32500
2022-04-25,12-15,,19500
2022-04-25,15-18,,13000
2022-04-25,18-21,,19500
2022-04-25,21-24,,6500
2022-04-26,00-03,,6500
2022-04-26,03-06,,6500
2022-04-26,06-09,,26000
2022-04-26,09-12,,32500
2022-04-26,12-15,,19500
2022-04-26,15-18,,13000
2022-04-26,18-21,,19500
2022-04-26,21-24,,6500
2022-04-27,00-03,,6500
2022-04-27,03-06,,6500
2022-04-27,06-09,,26000
2022-04-27,09-12,,32500
2022-04-27,12-15,,19500
2022-04-27,15-18,,13000
2022-04-27,18-21,,19500
2022-04-27,21-24,,6500
2022-04-28,00-03,,6500
2022-04-28,03-06,,6500
2022-04-28,06-09,,26000
2022-04-28,09-12,,32500
2022-04-28,12-15,,19500
2022-04-28,15-18,,13000
2022-04-28,18-21,,19500
2022-04-28,21-24,,6500
2022-04-29,00-03,,6500
2022-04-29,03-06,,6500
2022-04-29,06-09,,26000
2022-04-29,09-12,,32500
2022-04-29,12-15,,19500
2022-04-29,15-18,,13000
2022-04-29,18-21,,19500
2022-04-29,21-24,,6500
2022-04-30,00-03,,8125
2022-04-30,03-06,,8125
2022-04-30,06-09,,32500
2022-04-30,09-12,,40625
2022-04-30,12-15,,24375
2022-04-30,15-18,,16250
2022-04-30,18-21,,24375
2022-04-30,21-24,,8125
2022-05-01,00-03,,8125
2022-05-01,03-06,,8125
2022-05-01,06-09,,32500
2022-05-01,09-12,,40625
2022-05-01,12-15,,24375
2022-05-01,15-18,,16250
2022-05-01,18-21,,24375
2022-05-01,21-24,,8125
2022-05-02,00-03,,6500
2022-05-02,03-06,,6500
2022-05-02,06-09,,26000
2022-05-02,09-12,,32500
2022-05-02,12-15,,19500
2022-05-02,15-18,,13000
2022-05-02,18-21,,19500
2022-05-02,21-24,,6500
2022-05-03,00-03,Akshay Trutia (Akha Trij),6500
2022-05-03,03-06,Akshay Trutia (Akha Trij),6500
2022-05-03,06-09,Akshay Trutia (Akha Trij),26000
2022-05-03,09-12,Akshay Trutia (Akha Trij),32500
2022-05-03,12-15,Akshay Trutia (Akha Trij),19500
2022-05-03,15-18,Akshay Trutia (Akha Trij),13000
2022-05-03,18-21,Akshay Trutia (Akha Trij),19500
2022-05-03,21-24,Akshay Trutia (Akha Trij),6500
2022-05-04,00-03,,6500
2022-05-04,03-06,,6500
2022-05-04,06-09,,26000
2022-05-04,09-12,,32500
2022-05-04,12-15,,19500
2022-05-04,15-18,,13000
2022-05-04,18-21,,19500
2022-05-04,21-24,,6500
2022-05-05,00-03,,6500
2022-05-05,03-06,,6500
2022-05-05,06-09,,26000
2022-05-05,09-12,,32500
2022-05-05,12-15,,19500
2022-05-05,15-18,,13000
2022-05-05,18-21,,19500
2022-05-05,21-24,,6500
2022-05-06,00-03,,6500
2022-05-06,03-06,,6500
2022-05-06,06-09,,26000
2022-05-06,09-12,,32500
2022-05-06,12-15,,19500
2022-05-06,15-18,,13000
2022-05-06,18-21,,19500
2022-05-06,21-24,,6500
2022-05-07,00-03,,8125
2022-05-07,03-06,,8125
2022-05-07,06-09,,32500
2022-05-07,09-12,,40625
2022-05-07,12-15,,24375
2022-05-07,15-18,,16250
2022-05-07,18-21,,24375
2022-05-07,21-24,,8125
2022-05-08,00-03,,8125
2022-05-08,03-06,,8125
2022-05-08,06-09,,32500
2022-05-08,09-12,,40625
2022-05-08,12-15,,24375
2022-05-08,15-18,,16250
2022-05-08,18-21,,24375
2022-05-08,21-24,,8125
2022-05-09,00-03,,6500
2022-05-09,03-06,,6500
2022-05-09,06-09,,26000
2022-05-09,09-12,,32500
2022-05-09,12-15,,19500
2022-05-09,15-18,,13000
2022-05-09,18-21,,19500
2022-05-09,21-24,,6500
2022-05-10,00-03,Sita Navami – Janaki Jayanti,6500
2022-05-10,03-06,Sita Navami – Janaki Jayanti,6500
2022-05-10,06-09,Sita Navami – Janaki Jayanti,26000
2022-05-10,09-12,Sita Navami – Janaki Jayanti,32500
2022-05-10,12-15,Sita Navami – Janaki Jayanti,19500
2022-05-10,15-18,Sita Navami – Janaki Jayanti,13000
2022-05-10,18-21,Sita Navami – Janaki Jayanti,19500
2022-05-10,21-24,Sita Navami – Janaki Jayanti,6500
2022-05-11,00-03,,6500
2022-05-11,03-06,,6500
2022-05-11,06-09,,26000
2022-05-11,09-12,,32500
2022-05-11,12-15,,19500
2022-05-11,15-18,,13000
2022-05-11,18-21,,19500
2022-05-11,21-24,,6500
2022-05-12,00-03,,6500
2022-05-12,03-06,,6500
2022-05-12,06-09,,26000
2022-05-12,09-12,,32500
2022-05-12,12-15,,19500
2022-05-12,15-18,,13000
2022-05-12,18-21,,19500
2022-05-12,21-24,,6500
2022-05-13,00-03,,6500
2022-05-13,03-06,,6500
2022-05-13,06-09,,26000
2022-05-13,09-12,,32500
2022-05-13,12-15,,19500
2022-05-13,15-18,,13000
2022-05-13,18-21,,19500
2022-05-13,21-24,,6500
2022-05-14,00-03,,8125
2022-05-14,03-06,,8125
2022-05-14,06-09,,32500
2022-05-14,09-12,,40625
2022-05-14,12-15,,24375
2022-05-14,15-18,,16250
2022-05-14,18-21,,24375
2022-05-14,21-24,,8125
2022-05-15,00-03,,8125
2022-05-15,03-06,,8125
2022-05-15,06-09,,32500
2022-05-15,09-12,,40625
2022-05-15,12-15,,24375
2022-05-15,15-18,,16250
2022-05-15,18-21,,24375
2022-05-15,21-24,,8125
2022-05-16,00-03,Buddha (Vaishakhi) Purnima,6500
2022-05-16,03-06,Buddha (Vaishakhi) Purnima,6500
2022-05-16,06-09,Buddha (Vaishakhi) Purnima,26000
2022-05-16,09-12,Buddha (Vaishakhi) Purnima,32500
2022-05-16,12-15,Buddha (Vaishakhi) Purnima,19500
2022-05-16,15-18,Buddha (Vaishakhi) Purnima,13000
2022-05-16,18-21,Buddha (Vaishakhi) Purnima,19500
2022-05-16,21-24,Buddha (Vaishakhi) Purnima,6500
2022-05-17,00-03,,6500
2022-05-17,03-06,,6500
2022-05-17,06-09,,26000
2022-05-17,09-12,,32500
2022-05-17,12-15,,19500
2022-05-17,15-18,,13000
2022-05-17,18-21,,19500
2022-05-17,21-24,,6500
2022-05-18,00-03,,6500
2022-05-18,03-06,,6500
2022-05-18,06-09,,26000
2022-05-18,09-12,,32500
2022-05-18,12-15,,19500
2022-05-18,15-18,,13000
2022-05-18,18-21,,19500
2022-05-18,21-24,,6500
2022-05-19,00-03,,6500
2022-05-19,03-06,,6500
2022-05-19,06-09,,26000
2022-05-19,09-12,,32500
2022-05-19,12-15,,19500
2022-05-19,15-18,,13000
2022-05-19,18-21,,19500
2022-05-19,21-24,,6500
2022-05-20,00-03,,6500
2022-05-20,03-06,,6500
2022-05-20,06-09,,26000
2022-05-20,09-12,,32500
2022-05-20,12-15,,19500
2022-05-20,15-18,,13000
2022-05-20,18-21,,19500
2022-05-20,21-24,,6500
2022-05-21,00-03,,8125
2022-05-21,03-06,,8125
2022-05-21,06-09,,32500
2022-05-21,09-12,,40625
2022-05-21,12-15,,24375
2022-05-21,15-18,,16250
2022-05-21,18-21,,24375
2022-05-21,21-24,,8125
2022-05-22,00-03,,8125
2022-05-22,03-06,,8125
2022-05-22,06-09,,32500
2022-05-22,09-12,,40625
2022-05-22,12-15,,24375
2022-05-22,15-18,,16250
2022-05-22,18-21,,24375
2022-05-22,21-24,,8125
2022-05-23,00-03,,6500
2022-05-23,03-06,,6500
2022-05-23,06-09,,26000
2022-05-23,09-12,,32500
2022-05-23,12-15,,19500
2022-05-23,15-18,,13000
2022-05-23,18-21,,19500
2022-05-23,21-24,,6500
2022-05-24,00-03,,6500
2022-05-24,03-06,,6500
2022-05-24,06-09,,26000
2022-05-24,09-12,,32500
2022-05-24,12-15,,19500
2022-05-24,15-18,,13000
2022-05-24,18-21,,19500
2022-05-24,21-24,,6500
2022-05-25,00-03,,6500
2022-05-25,03-06,,6500
2022-05-25,06-09,,26000
2022-05-25,09-12,,32500
2022-05-25,12-15,,19500
2022-05-25,15-18,,13000
2022-05-25,18-21,,19500
2022-05-25,21-24,,6500
2022-05-26,00-03,,6500
2022-05-26,03-06,,6500
2022-05-26,06-09,,26000
2022-05-26,09-12,,32500
2022-05-26,12-15,,19500
2022-05-26,15-18,,13000
2022-05-26,18-21,,19500
2022-05-26,21-24,,6500
2022-05-27,00-03,,6500
2022-05-27,03-06,,6500
2022-05-27,06-09,,26000
2022-05-27,09-12,,32500
2022-05-27,12-15,,19500
2022-05-27,15-18,,13000
2022-05-27,18-21,,19500
2022-05-27,21-24,,6500
2022-05-28,00-03,,8125
2022-05-28,03-06,,8125
2022-05-28,06-09,,32500
2022-05-28,09-12,,40625
2022-05-28,12-15,,24375
2022-05-28,15-18,,16250
2022-05-28,18-21,,24375
2022-05-28,21-24,,8125
2022-05-29,00-03,,8125
2022-05-29,03-06,,8125
2022-05-29,06-09,,32500
2022-05-29,09-12,,40625
2022-05-29,12-15,,24375
2022-05-29,15-18,,16250
2022-05-29,18-21,,24375
2022-05-29,21-24,,8125
2022-05-30,00-03,,6500
2022-05-30,03-06,,6500
2022-05-30,06-09,,26000
2022-05-30,09-12,,32500
2022-05-30,12-15,,19500
2022-05-30,15-18,,13000
2022-05-30,18-21,,19500
2022-05-30,21-24,,6500
2022-05-31,00-03,,6500
2022-05-31,03-06,,6500
2022-05-31,06-09,,26000
2022-05-31,09-12,,32500
2022-05-31,12-15,,19500
2022-05-31,15-18,,13000
2022-05-31,18-21,,19500
2022-05-31,21-24,,6500
2022-06-01,00-03,,6500
2022-06-01,03-06,,6500
2022-06-01,06-09,,26000
2022-06-01,09-12,,32500
2022-06-01,12-15,,19500
2022-06-01,15-18,,13000
2022-06-01,18-21,,19500
2022-06-01,21-24,,6500
2022-06-02,00-03,,6500
2022-06-02,03-06,,6500
2022-06-02,06-09,,26000
2022-06-02,09-12,,32500
2022-06-02,12-15,,19500
2022-06-02,15-18,,13000
2022-06-02,18-21,,19500
2022-06-02,21-24,,6500
2022-06-03,00-03,,6500
2022-06-03,03-06,,6500
2022-06-03,06-09,,26000
2022-06-03,09-12,,32500
2022-06-03,12-15,,19500
2022-06-03,15-18,,13000
2022-06-03,18-21,,19500
2022-06-03,21-24,,6500
2022-06-04,00-03,,8125
2022-06-04,03-06,,8125
2022-06-04,06-09,,32500
2022-06-04,09-12,,40625
2022-06-04,12-15,,24375
2022-06-04,15-18,,16250
2022-06-04,18-21,,24375
2022-06-04,21-24,,8125
2022-06-05,00-03,,8125
2022-06-05,03-06,,8125
2022-06-05,06-09,,32500
2022-06-05,09-12,,40625
2022-06-05,12-15,,24375
2022-06-05,15-18,,16250
2022-06-05,18-21,,24375
2022-06-05,21-24,,8125
2022-06-06,00-03,,6500
2022-06-06,03-06,,6500
2022-06-06,06-09,,26000
2022-06-06,09-12,,32500
2022-06-06,12-15,,19500
2022-06-06,15-18,,13000
2022-06-06,18-21,,19500
2022-06-06,21-24,,6500
2022-06-07,00-03,,6500
2022-06-07,03-06,,6500
2022-06-07,06-09,,26000
2022-06-07,09-12,,32500
2022-06-07,12-15,,19500
2022-06-07,15-18,,13000
2022-06-07,18-21,,19500
2022-06-07,21-24,,6500
2022-06-08,00-03,,6500
2022-06-08,03-06,,6500
2022-06-08,06-09,,26000
2022-06-08,09-12,,32500
2022-06-08,12-15,,19500
2022-06-08,15-18,,13000
2022-06-08,18-21,,19500
2022-06-08,21-24,,6500
2022-06-09,00-03,,6500
2022-06-09,03-06,,6500
2022-06-09,06-09,,26000
2022-06-09,09-12,,32500
2022-06-09,12-15,,19500
2022-06-09,15-18,,13000
2022-06-09,18-21,,19500
2022-06-09,21-24,,6500
2022-06-10,00-03,,6500
2022-06-10,03-06,,6500
2022-06-10,06-09,,26000
2022-06-10,09-12,,32500
2022-06-10,12-15,,19500
2022-06-10,15-18,,13000
2022-06-10,18-21,,19500
2022-06-10,21-24,,6500
2022-06-11,00-03,,8125
2022-06-11,03-06,,8125
2022-06-11,06-09,,32500
2022-06-11,09-12,,40625
2022-06-11,12-15,,24375
2022-06-11,15-18,,16250
2022-06-11,18-21,,24375
2022-06-11,21-24,,8125
2022-06-12,00-03,Vatasavitri Vrata Starts,8125
2022-06-12,03-06,Vatasavitri Vrata Starts,8125
2022-06-12,06-09,Vatasavitri Vrata Starts,32500
2022-06-12,09-12,Vatasavitri Vrata Starts,40625
2022-06-12,12-15,Vatasavitri Vrata Starts,24375
2022-06-12,15-18,Vatasavitri Vrata Starts,16250
2022-06-12,18-21,Vatasavitri Vrata Starts,24375
2022-06-12,21-24,Vatasavitri Vrata Starts,8125
2022-06-13,00-03,,6500
2022-06-13,03-06,,6500
2022-06-13,06-09,,26000
2022-06-13,09-12,,32500
2022-06-13,12-15,,19500
2022-06-13,15-18,,13000
2022-06-13,18-21,,19500
2022-06-13,21-24,,6500
2022-06-14,00-03,Devsnan Purnima / Vatasavitri Vrata Ends,6500
2022-06-14,03-06,Devsnan Purnima / Vatasavitri Vrata Ends,6500
2022-06-14,06-09,Devsnan Purnima / Vatasavitri Vrata Ends,26000
2022-06-14,09-12,Devsnan Purnima / Vatasavitri Vrata Ends,32500
2022-06-14,12-15,Devsnan Purnima / Vatasavitri Vrata Ends,19500
2022-06-14,15-18,Devsnan Purnima / Vatasavitri Vrata Ends,13000
2022-06-14,18-21,Devsnan Purnima / Vatasavitri Vrata Ends,19500
2022-06-14,21-24,Devsnan Purnima / Vatasavitri Vrata Ends,6500
2022-06-15,00-03,,6500
2022-06-15,03-06,,6500
2022-06-15,06-09,,26000
2022-06-15,09-12,,32500
2022-06-15,12-15,,19500
2022-06-15,15-18,,13000
2022-06-15,18-21,,19500
2022-06-15,21-24,,6500
2022-06-16,00-03,,6500
2022-06-16,03-06,,6500
2022-06-16,06-09,,26000
2022-06-16,09-12,,32500
2022-06-16,12-15,,19500
2022-06-16,15-18,,13000
2022-06-16,18-21,,19500
2022-06-16,21-24,,6500
2022-06-17,00-03,,6500
2022-06-17,03-06,,6500
2022-06-17,06-09,,26000
2022-06-17,09-12,,32500
2022-06-17,12-15,,19500
2022-06-17,15-18,,13000
2022-06-17,18-21,,19500
2022-06-17,21-24,,6500
2022-06-18,00-03,,8125
2022-06-18,03-06,,8125
2022-06-18,06-09,,32500
2022-06-18,09-12,,40625
2022-06-18,12-15,,24375
2022-06-18,15-18,,16250
2022-06-18,18-21,,24375
2022-06-18,21-24,,8125
2022-06-19,00-03,,8125
2022-06-19,03-06,,8125
2022-06-19,06-09,,32500
2022-06-19,09-12,,40625
2022-06-19,12-15,,24375
2022-06-19,15-18,,16250
2022-06-19,18-21,,24375
2022-06-19,21-24,,8125
2022-06-20,00-03,,6500
2022-06-20,03-06,,6500
2022-06-20,06-09,,26000
2022-06-20,09-12,,32500
2022-06-20,12-15,,19500
2022-06-20,15-18,,13000
2022-06-20,18-21,,19500
2022-06-20,21-24,,6500
2022-06-21,00-03,,6500
2022-06-21,03-06,,6500
2022-06-21,06-09,,26000
2022-06-21,09-12,,32500
2022-06-21,12-15,,19500
2022-06-21,15-18,,13000
2022-06-21,18-21,,19500
2022-06-21,21-24,,6500
2022-06-22,00-03,,6500
2022-06-22,03-06,,6500
2022-06-22,06-09,,26000
2022-06-22,09-12,,32500
2022-06-22,12-15,,19500
2022-06-22,15-18,,13000
2022-06-22,18-21,,19500
2022-06-22,21-24,,6500
2022-06-23,00-03,,6500
2022-06-23,03-06,,6500
2022-06-23,06-09,,26000
2022-06-23,09-12,,32500
2022-06-23,12-15,,19500
2022-06-23,15-18,,13000
2022-06-23,18-21,,19500
2022-06-23,21-24,,6500
2022-06-24,00-03,,6500
2022-06-24,03-06,,6500
2022-06-24,06-09,,26000
2022-06-24,09-12,,32500
2022-06-24,12-15,,19500
2022-06-24,15-18,,13000
2022-06-24,18-21,,19500
2022-06-24,21-24,,6500
2022-06-25,00-03,,8125
2022-06-25,03-06,,8125
2022-06-25,06-09,,32500
2022-06-25,09-12,,40625
2022-06-25,12-15,,24375
2022-06-25,15-18,,16250
2022-06-25,18-21,,24375
2022-06-25,21-24,,8125
2022-06-26,00-03,,8125
2022-06-26,03-06,,8125
2022-06-26,06-09,,32500
