Date,Slot,Estimated_Wait_Time_Min,Estimated_Queue_Length,Zone,Zone_Density,Risk_Level,Arrival_Rate_Per_Hour,Temple_Capacity_Utilization_%
2022-03-10,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-03-10,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-10,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-03-10,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-03-10,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-11,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-11,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-03-11,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-03-11,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-11,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-11,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-03-11,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-03-11,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-12,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-12,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-12,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-12,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-03-12,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-03-12,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-03-12,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-03-12,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-13,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-13,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-03-13,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-03-13,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-03-13,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-03-13,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-03-13,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-03-13,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-14,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-14,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-14,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-03-14,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-03-14,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-03-14,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-03-14,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-14,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-15,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-15,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-15,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-03-15,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-03-15,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-03-15,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-03-15,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-15,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-16,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-16,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-16,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-03-16,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-03-16,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-16,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-03-16,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-16,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-17,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-17,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-17,06-09,22,9100,Darshan Queue,Critical,CRITICAL,8667,52.0
2022-03-17,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-03-17,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-17,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-03-17,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-03-17,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-18,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-18,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-03-18,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-03-18,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-18,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-18,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-03-18,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-03-18,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-19,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-19,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-19,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-19,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-03-19,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-03-19,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-03-19,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-03-19,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-20,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-20,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-03-20,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-03-20,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-03-20,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-03-20,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-03-20,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-03-20,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-21,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-21,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-21,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-03-21,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-03-21,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-03-21,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-03-21,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-21,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-22,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-22,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-22,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-03-22,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-03-22,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-03-22,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-03-22,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-22,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-23,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-23,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-23,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-03-23,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-03-23,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-23,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-03-23,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-23,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-24,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-24,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-24,06-09,22,9100,Darshan Queue,Critical,CRITICAL,8667,52.0
2022-03-24,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-03-24,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-24,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-03-24,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-03-24,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-25,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-25,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-03-25,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-03-25,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-25,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-25,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-03-25,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-03-25,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-26,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-26,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-26,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-03-26,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-03-26,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-03-26,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-03-26,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-03-26,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-03-27,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-27,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-03-27,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-03-27,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-03-27,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-03-27,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-03-27,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-03-27,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-03-28,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-28,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-28,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-03-28,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-03-28,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-03-28,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-03-28,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-28,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-03-29,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-29,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-29,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-03-29,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-03-29,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-03-29,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-03-29,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-29,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-03-30,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-30,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-30,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-03-30,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-03-30,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-03-30,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-03-30,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-03-30,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-03-31,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-03-31,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-03-31,06-09,22,9100,Darshan Queue,Critical,CRITICAL,8667,52.0
2022-03-31,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-03-31,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-03-31,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-03-31,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-03-31,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-01,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-01,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-04-01,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-04-01,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-01,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-01,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-04-01,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-04-01,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-02,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-02,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-02,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-02,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-04-02,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-04-02,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-04-02,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-04-02,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-03,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-03,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-04-03,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-04-03,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-04-03,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-04-03,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-04-03,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-04-03,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-04,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-04,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-04,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-04-04,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-04-04,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-04-04,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-04-04,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-04,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-05,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-05,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-05,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-04-05,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-04-05,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-04-05,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-04-05,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-04-05,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-06,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-06,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-06,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-04-06,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-04-06,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-06,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-04-06,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-06,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-07,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-07,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-07,06-09,22,9100,Darshan Queue,Critical,CRITICAL,8667,52.0
2022-04-07,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-04-07,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-04-07,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-04-07,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-04-07,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-08,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-08,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-04-08,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-04-08,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-08,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-08,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-04-08,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-04-08,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-09,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-09,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-09,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-09,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-04-09,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-04-09,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-04-09,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-04-09,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-10,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-10,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-04-10,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-04-10,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-04-10,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-04-10,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-04-10,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-04-10,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-11,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-11,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-11,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-04-11,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-04-11,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-04-11,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-04-11,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-11,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-12,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-12,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-12,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-04-12,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-04-12,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-04-12,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-04-12,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-04-12,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-13,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-13,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-13,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-04-13,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-04-13,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-13,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-04-13,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-13,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-14,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-14,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-14,06-09,22,9100,Darshan Queue,Critical,CRITICAL,8667,52.0
2022-04-14,09-12,27,11375,Garbh Griha Zone,Critical,CRITICAL,10833,65.0
2022-04-14,12-15,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-04-14,15-18,14,4550,Parking Area,Critical,CRITICAL,4333,26.0
2022-04-14,18-21,18,6825,Entry Gate,Critical,CRITICAL,6500,39.0
2022-04-14,21-24,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-15,00-03,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-15,03-06,9,2275,Darshan Queue,Critical,CRITICAL,2167,13.0
2022-04-15,06-09,22,9100,Garbh Griha Zone,Critical,CRITICAL,8667,52.0
2022-04-15,09-12,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-15,12-15,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-15,15-18,14,4550,Entry Gate,Critical,CRITICAL,4333,26.0
2022-04-15,18-21,18,6825,Security Check,Critical,CRITICAL,6500,39.0
2022-04-15,21-24,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
2022-04-16,00-03,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-16,03-06,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-16,06-09,27,11375,Exit Corridor,Critical,CRITICAL,10833,65.0
2022-04-16,09-12,32,14219,Parking Area,Critical,CRITICAL,13542,81.25
2022-04-16,12-15,21,8531,Entry Gate,Critical,CRITICAL,8125,48.75
2022-04-16,15-18,16,5688,Security Check,Critical,CRITICAL,5417,32.5
2022-04-16,18-21,21,8531,Holding Area,Critical,CRITICAL,8125,48.75
2022-04-16,21-24,10,2844,Darshan Queue,Critical,CRITICAL,2708,16.25
2022-04-17,00-03,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-17,03-06,10,2844,Exit Corridor,Critical,CRITICAL,2708,16.25
2022-04-17,06-09,27,11375,Parking Area,Critical,CRITICAL,10833,65.0
2022-04-17,09-12,32,14219,Entry Gate,Critical,CRITICAL,13542,81.25
2022-04-17,12-15,21,8531,Security Check,Critical,CRITICAL,8125,48.75
2022-04-17,15-18,16,5688,Holding Area,Critical,CRITICAL,5417,32.5
2022-04-17,18-21,21,8531,Darshan Queue,Critical,CRITICAL,8125,48.75
2022-04-17,21-24,10,2844,Garbh Griha Zone,Critical,CRITICAL,2708,16.25
2022-04-18,00-03,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-18,03-06,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-18,06-09,22,9100,Entry Gate,Critical,CRITICAL,8667,52.0
2022-04-18,09-12,27,11375,Security Check,Critical,CRITICAL,10833,65.0
2022-04-18,12-15,18,6825,Holding Area,Critical,CRITICAL,6500,39.0
2022-04-18,15-18,14,4550,Darshan Queue,Critical,CRITICAL,4333,26.0
2022-04-18,18-21,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-18,21-24,9,2275,Exit Corridor,Critical,CRITICAL,2167,13.0
2022-04-19,00-03,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-19,03-06,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-19,06-09,22,9100,Security Check,Critical,CRITICAL,8667,52.0
2022-04-19,09-12,27,11375,Holding Area,Critical,CRITICAL,10833,65.0
2022-04-19,12-15,18,6825,Darshan Queue,Critical,CRITICAL,6500,39.0
2022-04-19,15-18,14,4550,Garbh Griha Zone,Critical,CRITICAL,4333,26.0
2022-04-19,18-21,18,6825,Exit Corridor,Critical,CRITICAL,6500,39.0
2022-04-19,21-24,9,2275,Parking Area,Critical,CRITICAL,2167,13.0
2022-04-20,00-03,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-20,03-06,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-20,06-09,22,9100,Holding Area,Critical,CRITICAL,8667,52.0
2022-04-20,09-12,27,11375,Darshan Queue,Critical,CRITICAL,10833,65.0
2022-04-20,12-15,18,6825,Garbh Griha Zone,Critical,CRITICAL,6500,39.0
2022-04-20,15-18,14,4550,Exit Corridor,Critical,CRITICAL,4333,26.0
2022-04-20,18-21,18,6825,Parking Area,Critical,CRITICAL,6500,39.0
2022-04-20,21-24,9,2275,Entry Gate,Critical,CRITICAL,2167,13.0
2022-04-21,00-03,9,2275,Security Check,Critical,CRITICAL,2167,13.0
2022-04-21,03-06,9,2275,Holding Area,Critical,CRITICAL,2167,13.0
